"","X_WGS84","Y_WGS84","bio3","bio4","bio7","bio11","bio12"
"49",-97.5,79.000007823,10.4999906124,11438.2006242754,366.399976531,-280.1000797946,110.6000516318
"50",-94.5,79.000007823,10.07998873488,12522.6001502016,413.75996057208,-299.64016334424,119.16022905744
"51",-91.5,79.000007823,9.64283702657142,14748.6437875211,508.749976531,-329.5717621665,147.9647936505
"52",-88.5,79.000007823,10.1071378280714,15477.3954052057,534.571498978429,-325.678576457643,134.071281052
"53",-85.5,79.000007823,10.21875,15437.5337435813,536.0000821415,-314.624967730125,115.937164099937
"54",-82.5,79.000007823,10.3030303030303,15139.5779935314,531.000071118182,-311.575729128485,139.635982442909
"55",-79.5,79.000007823,9.22221700688888,14558.1159105216,505.916780100167,-328.166860937833,221.861358839445
"56",-76.5,79.000007823,9.73331768733332,13437.1750231953,465.8002331254,-308.617037476867,204.267405157867
"57",-73.5,79.000007823,9.99998323642856,13227.151691545,460.071690083143,-300.714728272572,207.144057414572
"58",-70.5,79.000007823,11.3999929593,11171.9320805973,389.8502440776,-243.0252511183,172.2004318296
"59",-67.5,79.000007823,11.1904806607619,10402.6760632072,356.714641102,-231.904927305333,219.714223130286
"60",-64.5,79.000007823,11.6666638219394,11614.1277365032,392.091146625636,-256.545605316,251.121189363394
"61",-61.5,79.000007823,10.6944522674444,13056.4728389354,423.027814285111,-289.361070692278,325.749537139166
"62",-58.5,79.000007823,7.83334376400001,13831.0262431659,426.555539909555,-308.138848470056,429.749531923833
"63",-55.5,79.000007823,6.72223265288889,13152.1690435548,399.055665077556,-320.444394898778,521.6660655995
"64",-52.5,79.000007823,7.55556729005556,12152.0300216749,375.166750112,-322.222181803389,555.749396325166
"65",-49.5,79.000007823,8.50000521533333,11796.9995319238,376.722236564389,-322.583298129833,579.582719227833
"66",-46.5,79.000007823,8.8889045348889,11811.9992046617,383.638870635222,-323.555496883055,606.832584933
"67",-43.5,79.000007823,9.38889931955556,11694.9718089071,386.444402721778,-327.555502098389,648.749306360666
"68",-40.5,79.000007823,9.97222352605556,11470.7222143992,381.222196145556,-327.166617121,663.832664466833
"69",-37.5,79.000007823,10.8333320295,11209.8617734584,373.472226133722,-320.749997392333,636.582867864833
"70",-34.5,79.000007823,11.8888980157222,10952.8617565086,367.25,-312.388831520222,591.193676486611
"71",-31.5,79.000007823,13.4444535712778,10776.6388862812,361.333368536833,-300.444351872278,510.054697633222
"72",-28.5,79.000007823,17.5833294218333,10709.083758383,366.972231349056,-298.833248584167,409.277022858277
"73",-25.5,79.000007823,18.0555516440556,10675.250477203,361.888937130722,-285.694362302944,334.582730962333
"74",-22.5,79.000007823,17.3333294218333,11239.2256187081,369.694607423611,-261.500138206333,236.138964511222
"75",-19.5,79.000007823,15.7272641930909,12274.9116788997,408.591015768182,-250.818256492273,194.227317531727
"76",-16.5,79.000007823,15,12020.5717370211,416.428598250286,-222.714319241429,162.857142857143
"77",10.5,79.000007823,14.8749882655,4524.75025229175,171.125023469,-64.2501642830001,400.875422442
"78",13.5,79.000007823,15.5217228041739,5106.43345814078,192.173921206609,-87.0434292820869,407.95600542113
"79",16.5,79.000007823,15.1111041573333,5680.55336163867,203.999958277333,-102.999899170222,296.555209605111
"80",19.5,79.000007823,15.6666554909524,4783.6643108261,173.19040913619,-77.1904270173333,287.47600272419
"81",22.5,79.000007823,17.4799906124,4444.47961135336,164.3599906124,-67.6400769783201,326.52011828376
"82",25.5,79.000007823,14.5454460112727,4073.18258625818,166.636410574364,-70.2728723538183,347.909257325636
"83",28.5,79.000007823,18,3707,148,-40,352
"84",31.5,79.000007823,13,3942.5,170.5,-58,306.5
"85",34.5,79.000007823,13,3957,170,-59,304
"86",46.5,79.000007823,18,4714,210.5,-98,249
"87",49.5,79.000007823,17.7499882655,4858.0007392735,216.250046938,-108.000070407,255.750093876
"88",52.5,79.000007823,18,5230,228.8,-113,242
"89",55.5,79.000007823,17.2,5818.6000657132,247.8000187752,-132.4000093876,257.3999248992
"90",58.5,79.000007823,17,6436.250492849,269.2500352035,-147.7500821415,282.2500586725
"91",61.5,79.000007823,16,6246.5,270,-146.5,213
"92",91.5,79.000007823,16,9475.33226158233,348.333309864333,-235.666791834667,130.666768365667
"93",94.5,79.000007823,15.9999937416,9824.3964765208,361.1998967364,-253.533693191333,168.6005100596
"94",97.5,79.000007823,16.5555555555556,10203.0520925742,374.333231634333,-259.722256121889,195.611098072778
"95",100.5,79.000007823,17.5000033527143,10393.996362305,381.142743150571,-254.071485567571,216.857149562571
"96",103.5,79.000007823,18.3076886970769,10135.4588702168,372.999935008923,-250.615409889692,241.153730614154
"97",106.5,79.000007823,18,10485.5,378.5,-242,215.5
"98",-121.5,76.000007823,7.125,11371.1266486973,357.25001760175,-270.25005280525,98.24994719475
"99",-118.5,76.000007823,7.23809523809524,11742.7140733757,368.380921088952,-280.761915937619,107.238066181238
"100",-115.5,76.000007823,8.02272087209091,12088.7474717486,386.022552322,-286.477323932364,105.250034136727
"101",-112.5,76.000007823,9.857140622,13197.4275477331,439.142776677714,-289.238133235524,90.4761927113333
"102",-109.5,76.000007823,10.3157894736842,13364.0520164441,451.473659506316,-284.263165306,71.7368322235789
"103",-106.5,76.000007823,9.18180964763636,12046.9965095196,400.999825049273,-271.999961596182,65.4545027836363
"104",-103.5,76.000007823,9.75,11702.6236681342,387.99988852225,-276.75,89.3750117345
"105",-100.5,76.000007823,10.125002933625,11421.1878725704,380.687473597375,-274.81251760175,112.6249882655
"106",-97.5,76.000007823,10.5454502783636,11218.3635723573,376.545403340364,-269.090943227636,123.272765676545
"107",-94.5,76.000007823,11.809521574381,12076.1408946874,430.809391936095,-266.380943440381,138.047538582476
"108",-91.5,76.000007823,11.7272727272727,13639.6365151181,494.681792579273,-274.909127179364,132.636361502818
"109",-88.5,76.000007823,11.7307710360769,13748.4621107441,494.923084144308,-276.115361146385,134.076773236385
"110",-85.5,76.000007823,11.0370318217037,13588.7440090163,487.925981556148,-277.777916853333,161.000227736222
"111",-82.5,76.000007823,10.4666697958667,13614.6023187372,489.766702652467,-283.1000672778,204.066552450867
"112",-79.5,76.000007823,11.0000061223478,13205.3483954653,471.913076130783,-276.652084118609,177.608238516869
"113",-76.5,76.000007823,11.5,11898,417.5,-259,141
"114",-73.5,76.000007823,11,9996,343,-228,179
"115",-70.5,76.000007823,13.142843732,8809.86042851714,303.714379590286,-189.000174341143,152.714627691143
"116",-67.5,76.000007823,12.3888393432222,8451.61850645378,289.944593081444,-185.722808947223,195.501486370001
"117",-64.5,76.000007823,11.5555346942222,9650.28466984078,328.000146029333,-221.555907590556,273.111849080778
"118",-61.5,76.000007823,10.9444183677778,12006.8973768439,392.333508047,-260.167096931667,315.667678441334
"119",-58.5,76.000007823,8.61536836761538,12489.2028886007,392.730976841154,-245.385088375231,317.193598487308
"120",-55.5,76.000007823,8.88887324288888,11211.2280725224,351.333431120833,-251.167021309333,394.695387115945
"121",-52.5,76.000007823,8.86110719961111,10848.3640603821,339.666744896667,-273.777982479611,513.5836684185
"122",-49.5,76.000007823,8.80555294788889,11049.2256421771,354.583455893667,-285.055701584889,599.694510939944
"123",-46.5,76.000007823,8.75000130383333,11333.0303228604,374.722295236889,-300.472317402056,712.194131524444
"124",-43.5,76.000007823,9.05555555555556,11212.252057449,379.972293933056,-309.333392005833,799.527213217944
"125",-40.5,76.000007823,9.55556077088889,10922.3910910634,376.527840361778,-310.138948865222,843.499217699999
"126",-37.5,76.000007823,10.4722300452222,10574.6973728541,366.638960599722,-306.111171087445,857.193542191777
"127",-34.5,76.000007823,11.3055594670556,10277.5588203542,353.666750112,-301.166739681333,858.582470195666
"128",-31.5,76.000007823,12.5277764739444,10149.1978552724,340.388969726556,-298.694529193611,849.526897690277
"129",-28.5,76.000007823,19.1666601475,10035.4763618931,344.861221936945,-305.194547447278,731.888160046055
"130",-25.5,76.000007823,20.1666575398333,9905.92096149366,332.416795746167,-289.888993195556,617.721632889555
"131",-22.5,76.000007823,20.6666549321667,9645.254161836,317.000101699,-233.611267571111,347.277635659944
"132",-19.5,76.000007823,19.7999953062,9660.0012978357,323.8500117345,-204.6498216356,239.9992231761
"133",-16.5,76.000007823,NA,NA,NA,NA,NA
"134",13.5,76.000007823,19.5,5831.999647965,201.5,-87.0000938760001,412.500070407
"135",16.5,76.000007823,18.9444392291111,6080.00021382867,211.611074603778,-103.999827894,349.443536976444
"136",22.5,76.000007823,22,4896,181,-62,369
"137",55.5,76.000007823,18,7037.992677672,298.999718372,-146.998497983999,404.995775579998
"138",58.5,76.000007823,16.3999937416,7292.53247593253,308.1999780956,-148.4002065272,363.333827746934
"139",61.5,76.000007823,15.3333427209333,6983.73175621653,283.3999468036,-141.333248844933,300.266466397867
"140",64.5,76.000007823,16.4166666666667,6231.33213250283,254.416592348167,-114.250093876,238.083556288833
"141",67.5,76.000007823,17.181826716,5485.54391412563,221.636316698364,-96.4544387772727,221.272492582727
"142",82.5,76.000007823,NA,NA,NA,NA,NA
"143",85.5,76.000007823,14.6666666666667,11284,415,-218.333333333333,252.666666666667
"144",88.5,76.000007823,15,11603.8817699589,426.999754879333,-229.666531068,258.332952614
"145",91.5,76.000007823,15.1538533750769,11877.4541439212,437.922816958769,-240.769147725077,268.307327635538
"146",94.5,76.000007823,16.0526340493684,12682.3644584973,464.368267886526,-249.789416864526,265.315515256947
"147",97.5,76.000007823,16.6190543244762,13080.8069936278,476.33322157619,-250.952349660381,264.571198351714
"148",100.5,76.000007823,16.9615474880769,12785.2266531292,466.230599531846,-247.346058164846,274.076567431308
"149",103.5,76.000007823,17.6111163264444,12174.7993975507,445.694182373944,-244.277754308778,278.360987246944
"150",106.5,76.000007823,16.7741965766452,12658.4466556448,465.515917054194,-251.806481895484,278.838726332839
"151",109.5,76.000007823,15.3461556514615,13719.5735417356,502.346011226846,-271.269142309154,279.768983442077
"152",112.5,76.000007823,14.6,14588.2973972879,530.4498896957,-273.2000281628,227.5500023469
"153",136.5,76.000007823,19.6666666666667,10430.8306656903,395.999945239,-234.833348979333,164.500046938
"154",139.5,76.000007823,20,9789.059613313,384.187453062,-227.74999413275,133.18747066375
"155",142.5,76.000007823,20.5333364625333,10616.3322725345,398.266629116267,-239.533345850133,106.666641633067
"156",145.5,76.000007823,19.4,11687.9993616432,422,-251.6,108.7999906124
"157",148.5,76.000007823,17.00000586725,11453.121620464,407.99994719475,-244.99995892925,117.999929593
"158",151.5,76.000007823,16,11335,410,-245,120
"159",-124.5,73.000007823,8.90475296419047,10394.5233803764,343.714241011428,-220.523762585809,123.666514676952
"160",-121.5,73.000007823,9.51427364451428,10703.9993173874,355.742804840514,-229.885779998914,131.2856311384
"161",-118.5,73.000007823,11.0357075802857,12496.7128960142,429.57132799,-251.392957724286,136.000031850786
"162",-115.5,73.000007823,11.7692253533077,13203.8846478802,454.653851569769,-261.346171899231,128.153721587615
"163",-112.5,73.000007823,11.4117674669412,13504.0008504061,460.705932052,-268.588229772,108.352811406706
"164",-109.5,73.000007823,11,13924.2860696734,477.571458745857,-272.357126093571,93.7141348421427
"165",-106.5,73.000007823,10.9090930426364,14200.0889376949,496.181739240636,-274.636370037,85.4544366437272
"166",-103.5,73.000007823,11,14123.996464004,501.333208165333,-276.000015646,89
"167",-100.5,73.000007823,10.95,12118.1967870939,421.6998497984,-268.9500164283,105.9500117345
"168",-97.5,73.000007823,11.3913043478261,12667.3436445234,455.04329050887,-272.913029192783,123.869559095043
"169",-94.5,73.000007823,11.2857142857143,14203.5193034758,531.095079400095,-282.595217978952,157.214317006286
"170",-91.5,73.000007823,11.0833411563333,13895.4157787562,515.7499569735,-278.666592348167,159.333161227333
"171",-88.5,73.000007823,11.636370037,13662.4540696739,505.318141280818,-264.636376437636,161.454504917182
"172",-85.5,73.000007823,11.9523831875238,12868.1903890199,479.476183770762,-247.095251506095,174.476089894762
"173",-82.5,73.000007823,11.1666705781667,12890.9985488335,478.958292262583,-255.083249236083,232.3745267085
"174",-79.5,73.000007823,11.4583470235833,13285.2074630246,483.958347023583,-268.208139714083,232.37422747875
"175",-76.5,73.000007823,11.6315764769474,12816.4224335969,458.842149730737,-263.94747959,238.105638661895
"176",-73.5,73.000007823,12.6666510206667,11090.3332551033,397.999968708,-219.000046938,200.333521085333
"177",-58.5,73.000007823,NA,NA,NA,NA,NA
"178",-55.5,73.000007823,11.217395385913,9703.74205487626,334.087015704435,-171.739187576696,305.173778351826
"179",-52.5,73.000007823,10.1428289800571,9988.14723846989,322.257177725371,-216.228905358914,490.343742259429
"180",-49.5,73.000007823,9.97221570305555,9952.11321940961,316.611146314611,-246.666763150333,661.9165662715
"181",-46.5,73.000007823,9.61110589577777,10375.1972581168,337.972327832722,-268.222334351889,844.138785886055
"182",-43.5,73.000007823,9.41666145133333,10317.5304167364,347.3334180825,-281.444533105111,1028.19406502894
"183",-40.5,73.000007823,9.22221961455555,9971.36301861928,344.916747504333,-289.944500509278,1203.2492450805
"184",-37.5,73.000007823,9.36111763027778,9503.30770296906,333.944531801278,-291.638920180889,1317.998967364
"185",-34.5,73.000007823,10.3888993195556,9034.25236906517,317.166764454167,-281.972232652889,1303.52655869361
"186",-31.5,73.000007823,12.8611045919444,8592.03153803312,294.944573523944,-262.805619443389,1198.24919162333
"187",-28.5,73.000007823,21.5833268141667,8156.3389567665,288.639088375389,-236.583721875667,889.112193292778
"188",-25.5,73.000007823,22.3428571428571,8024.3180112504,279.742977840572,-202.571767866114,665.801017884058
"189",-22.5,73.000007823,22.035710933,8196.50296044671,283.392934255286,-179.0716917595,461.571923096786
"190",-19.5,73.000007823,21,8375.6015677292,291.4000187752,-164.6001314264,314.4000375504
"191",19.5,73.000007823,NA,NA,NA,NA,NA
"192",52.5,73.000007823,21.5384687596923,6658.38153191908,280.384503455538,-90.5383098926153,364.922585879384
"193",55.5,73.000007823,19.7692343798462,7044.92132938523,291.346087049769,-109.538465149077,368.153736030077
"194",58.5,73.000007823,17.3333333333333,7380.66590001267,308.500015646,-125.333599315333,337.667245568667
"195",67.5,73.000007823,17,8633.99014301999,297.999671434,-124.999812248,240.999859186
"196",70.5,73.000007823,16.6190498541905,8763.42287851971,304.237905250952,-134.237994656667,239.095117397524
"197",73.5,73.000007823,16.5,10838.9971250475,382.124929593,-182.249929593,277.12485331875
"198",76.5,73.000007823,15.375,11827.6226178965,413.37494719475,-205.12497066375,316.999906124
"199",79.5,73.000007823,14.2500039115,12301.9968277735,429.083262926333,-216.2499726195,351.916525852667
"200",82.5,73.000007823,14,12629.7223975759,451.590749075,-228.227287662091,348.999961596182
"201",85.5,73.000007823,14.0689655172414,13225.7542425072,483.310194302276,-235.137898663448,318.689475513172
"202",88.5,73.000007823,14.7777790816111,13385.3829642702,494.4997692215,-239.916611905667,312.555270016055
"203",91.5,73.000007823,15.0555542517222,13616.0506622691,505.027595241111,-246.361039400278,321.777419223611
"204",94.5,73.000007823,15.6388888888889,13907.8293292612,516.916485433833,-252.861111111111,323.555376930389
"205",97.5,73.000007823,16,14089.8021003972,524.083195127,-256.111070692278,310.527643482944
"206",100.5,73.000007823,15.8888888888889,14286.8566233168,530.805403007055,-255.833266837833,299.138822393389
"207",103.5,73.000007823,15.5833333333333,14411.8001016207,532.527604367944,-257.499946542833,297.138877154389
"208",106.5,73.000007823,15.3823570827647,14437.4954373503,532.411623891882,-260.176411225471,284.911727431588
"209",109.5,73.000007823,14.8787850340606,14983.4816922599,544.636301052364,-265.848466357758,266.121196475212
"210",112.5,73.000007823,14,15736.1303668517,561.2999421098,-279.733327074933,247.833253538733
"211",115.5,73.000007823,13.874992177,16400.6629702992,574.416592348167,-294.791639286167,225.791559100417
"212",118.5,73.000007823,13.9523563658095,16739.3295738231,579.809445579524,-304.857095919143,212.428419438857
"213",121.5,73.000007823,13.8888810658889,16947.4413700054,581.111071996111,-314.277686509444,240.833049097667
"214",124.5,73.000007823,14,16970.1501597155,575.307621900692,-317.538410989846,276.153604242615
"215",127.5,73.000007823,15,17433.9962410485,583.62493154875,-326.583227722833,273.416318543166
"216",130.5,73.000007823,15.999984354,17624.6618476987,585.666541498667,-327.666619728667,232.666604082667
"217",133.5,73.000007823,16,16443.989626702,551.99976531,-299.999812248,225.999859186
"218",136.5,73.000007823,NA,NA,NA,NA,NA
"219",139.5,73.000007823,19.62500586725,12134.242607265,436.37481811525,-248.49986505325,151.624788779
"220",142.5,73.000007823,20.0000040815652,11984.8634714405,427.347691395304,-246.999938776522,145.521633009739
"221",145.5,73.000007823,18.000007823,13965.9105373462,468.666486737667,-262.4999569735,170.499820071
"222",148.5,73.000007823,16.0000046938,14542.7977798326,482.6999014302,-265.4999953062,184.7999014302
"223",151.5,73.000007823,NA,NA,NA,NA,NA
"224",-178.5,70.000007823,12.87499413275,9556.12316355075,383.4998943895,-185.24988852225,221.749741841
"225",-166.5,70.000007823,14,9163,324.5,-131.5,235
"226",-163.5,70.000007823,15,10622.2710204364,376.909069573636,-157.545467346727,207.636192952727
"227",-160.5,70.000007823,14.9999909734615,10890.0732583023,385.461435559,-177.384541367,188.692038701461
"228",-157.5,70.000007823,15.6874867986875,11192.8374573744,390.468575449312,-195.718694261125,182.03098597375
"229",-154.5,70.000007823,17.7333192519333,13141.6937134372,453.899820071,-233.866622857867,190.032965652333
"230",-151.5,70.000007823,18.47999812248,14469.5568251137,508.51992677672,-252.76002440776,187.43963200608
"231",-148.5,70.000007823,20.5454460112727,13779.8611571838,482.636303897091,-231.727225789273,201.136028669727
"232",-145.5,70.000007823,18.7222117915556,13000.8844923629,441.110918143778,-240.944105447778,169.222016216555
"233",-142.5,70.000007823,17.2941066028235,12249.5803276216,420.823267111176,-239.293891240235,168.176291119412
"234",-139.5,70.000007823,18.1818053805454,12747.1732541304,441.363444344545,-221.181677367818,206.908796479818
"235",-136.5,70.000007823,16.74999413275,13183.3705291555,438.87482984975,-200.4999647965,234.12479464625
"236",-133.5,70.000007823,15.8333137758333,13613.743045353,440.416408507667,-208.916654932167,198.166240313166
"237",-130.5,70.000007823,15.2222196145556,13445.7175857909,432.555383449556,-217.222162245889,158.777506580444
"238",-127.5,70.000007823,15.4210427498947,13115.9940759303,419.999802366316,-220.578917723368,161.736629649052
"239",-124.5,70.000007823,14.785710933,12422.7109061783,398.142712976143,-221.499912829428,193.714111373143
"240",-121.5,70.000007823,14.9444314061111,11800.1089441401,393.166598867333,-218.555453856556,197.777616102444
"241",-118.5,70.000007823,15.2727230056364,12595.7261078115,427.909048238182,-223.90913358,195.090836550364
"242",-115.5,70.000007823,14.4838649112258,12999.0969377195,442.741940026258,-239.000086305355,169.290339236065
"243",-112.5,70.000007823,12.6571388338857,13306.085765247,452.342863848286,-248.9715063544,127.3428625072
"244",-109.5,70.000007823,11.7142830321143,14019.0281919013,481.657122740857,-259.200049620172,117.885639184914
"245",-106.5,70.000007823,11.3030303030303,14552.9087481195,503.030311564485,-270.303041681939,126.878658443697
"246",-103.5,70.000007823,11.4615366562308,14647.8459985897,510.403869622846,-274.634615384615,127.057605652923
"247",-100.5,70.000007823,12,14465.5830282363,509,-274.000007823,120.416643197667
"248",-97.5,70.000007823,12.5588235294118,15084.6448803481,548.735233374353,-290.176442977647,143.558748980823
"249",-94.5,70.000007823,11.4137882477931,15347.4115238939,562.827540887448,-297.413760732414,169.517176637241
"250",-91.5,70.000007823,11.1999968708,15243.9313149993,561.533258232533,-288.866669795867,189.533311428933
"251",-88.5,70.000007823,11.375008800875,13890.8117343239,517.56248239825,-259.624976531,179.99990025675
"252",-85.5,70.000007823,11.56000563256,13234.2386688383,496.03993804184,-247.4400093876,207.00000751008
"253",-82.5,70.000007823,11.90625,13386.0614218928,502.312460396062,-251.281245599562,258.812410524437
"254",-79.5,70.000007823,12.1904694850476,12862.8119265881,469.000062584,-248.666791834667,217.666914767524
"255",-76.5,70.000007823,12.5517257564828,11652.5205529361,405.655322939104,-241.620728500414,229.861986419379
"256",-73.5,70.000007823,12.1428544606857,11839.3398665217,433.571294462857,-228.314291078629,256.171369563657
"257",-70.5,70.000007823,13.2580705726452,11617.931799995,431.290163597097,-225.128983805935,277.806294143484
"258",-67.5,70.000007823,14.2857176384286,11435.9274851491,414.999919534857,-219.500100581429,260.571753784714
"259",-55.5,70.000007823,14.0000134108572,7629.28622389829,286.285727696571,-143.571287757428,345.142106134857
"260",-52.5,70.000007823,14.59999248992,8284.96203335416,302.52001126512,-145.0801032636,351.88017085432
"261",-49.5,70.000007823,15.1428450730857,9565.1423837396,331.799928922457,-173.714374225943,458.228674692172
"262",-46.5,70.000007823,13.2222117915555,9364.66871498883,308.416716212333,-224.888977549556,839.749810944166
"263",-43.5,70.000007823,11.8055477325556,9384.69683567478,312.611203683278,-250.722284806222,1160.082803977
"264",-40.5,70.000007823,10.5833346371667,9234.11316073711,310.7501056105,-267.611165872111,1432.52709326528
"265",-37.5,70.000007823,10.0555503402222,8831.19643930945,298.083428513167,-274.138952776722,1575.80500142639
"266",-34.5,70.000007823,11.1944340137778,8160.6696172415,275.888997107056,-258.111254532778,1472.69471303411
"267",-31.5,70.000007823,13.9721987532222,7413.75452690933,248.527925110945,-228.555821537556,1296.6678101285
"268",-28.5,70.000007823,23.5277673471111,6661.94641453661,240.194477040278,-186.527584810444,1033.72019084989
"269",-25.5,70.000007823,21.9999945840769,6922.2353041637,260.538605963077,-152.500492849,895.078504526462
"270",-22.5,70.000007823,20.4166744896667,7105.33579366684,262.083376359833,-128.50015646,559.583298129833
"271",-7.5,70.000007823,22,3312,143,-26,764
"272",13.5,70.000007823,28,4549,181,9,1350
"273",16.5,70.000007823,25.8000187752,5210.9950433472,207.79976531,-12.3997746975999,1122.3997371472
"274",19.5,70.000007823,21.0526340493684,6772.62614896189,266.105050701684,-64.9997924846315,717.684949182211
"275",22.5,70.000007823,20.9166705781667,8662.66279232591,343.208196430833,-101.333356802333,587.50061214975
"276",25.5,70.000007823,21.9074195765185,8858.4751378977,363.999777479111,-103.499958277333,509.704079207704
"277",28.5,70.000007823,22.6206993664828,6761.0263495362,282.482468899931,-55.5171442662069,506.069140320828
"278",31.5,70.000007823,18.4210452203158,6600.78428332958,266.578744793895,-45.6842327601053,572.000360681474
"279",34.5,70.000007823,17.1999906124,7414.9976624876,299.299906124,-58.8999389806,544.7997559224
"280",37.5,70.000007823,19,7134.33059528333,291.333255103333,-61.9997653099999,532.999108177999
"281",43.5,70.000007823,NA,NA,NA,NA,NA
"282",49.5,70.000007823,20.6,8137.7983477824,342.1999436744,-94.7999906124,393.9999812248
"283",52.5,70.000007823,19.25,7953.2478056485,321.9999413275,-94.999976531,396.9998005135
"284",55.5,70.000007823,19.2000046938,7792.396291898,315.3998920426,-99.500023469,376.6000140814
"285",58.5,70.000007823,19.8888888888889,9775.22120001689,388.555513832889,-122.000005215333,397.222227437556
"286",61.5,70.000007823,18.6923076923077,10748.7652590923,419.461386815692,-146.076923076923,391.692127161538
"287",64.5,70.000007823,17.8000046938,11375.1947523316,429.8998216356,-161.1999155116,382.5995493952
"288",67.5,70.000007823,17,10527.5168694052,375.523565893238,-154.380829448095,284.428350149428
"289",70.5,70.000007823,16.6666679705,11128.8266290223,386.221986228389,-173.611004196778,305.833072566667
"290",73.5,70.000007823,15.8695652173913,11916.454654423,410.630398048522,-198.152147382869,329.195495033652
