site,period,x_wgs84,y_wgs84,temp,precip,cover_agri,cover_water,cover_wet,sdiv_hab,Cuculus canorus,Emberiza citrinella,Erithacus rubecula,Fulica atra,Luscinia megarhynchos,Passer domesticus,Phylloscopus trochilus,Serinus serinus,Sitta europaea,Streptopelia decaocto,Turdus philomelos,Alauda arvensis,Periparus ater,Coccothraustes coccothraustes,Emberiza calandra,Phylloscopus bonelli,Regulus regulus,Perdix perdix,Sylvia melanocephala,Cettia cetti
100310,2006-2011,4.21750587535242,48.4776436657564,17.2559912854031,195.33660130719,98.124930046729,0,0,0.238123335757369,0,2,1,0,2,0,2,0,1,0,5,34,0,0,14,0,0,1,0,0
100310,2012-2017,4.21750587535242,48.4776436657564,17.1420479302833,235.587145969499,98.124930046729,0,0,0.238123335757369,0,0,4,0,1,0,1,0,0,0,3,32,0,0,16,0,0,2,0,0
100525,2006-2011,3.70142267670962,48.3948103623292,17.7068627450981,178.053376906318,96.825129314684,0,0,0.199389313636192,2,1,0,0,4,0,1,0,0,1,1,28,0,0,13,0,0,11,0,0
100525,2012-2017,3.70142267670962,48.3948103623292,17.5416122004357,240.995642701525,96.825129314684,0,0,0.199389313636192,1,1,0,0,2,1,0,0,0,0,1,16,0,0,8,0,0,7,0,0
100685,2006-2011,4.07753599696963,48.3359054040708,17.8492374727669,173.640522875817,63.51380016631,0,0,1.32346752327004,2,1,2,0,6,20,0,1,1,6,4,6,0,0,11,0,0,7,0,0
100685,2012-2017,4.07753599696963,48.3359054040708,17.6935729847495,219.709150326797,60.58447777885,0,0,1.407310026598,3,1,2,0,6,15,0,0,0,3,2,6,0,0,4,0,0,7,0,0
100691,2006-2011,4.2393057154055,48.3334057390881,17.5100217864924,207.076252723312,90.3141606461471,0,0,0.391989832090588,1,8,1,0,7,7,1,1,0,3,1,17,4,0,14,0,0,4,0,0
100691,2012-2017,4.2393057154055,48.3334057390881,17.3694989106754,256.470588235294,90.1417714035471,0,0,0.396288068528872,1,4,1,0,5,2,1,1,0,2,2,15,0,0,11,0,0,3,0,0
100702,2006-2011,4.53584069488381,48.3282464956821,17.8430283224401,206.147058823529,60.13445640503,12.64684162029,0,1.53916541706226,5,12,3,4,9,4,1,0,1,3,3,13,0,9,3,0,0,2,0,0
100702,2012-2017,4.53584069488381,48.3282464956821,17.7041394335512,241.611111111111,60.13445640505,12.64684162029,0,1.50187410768706,4,6,2,5,7,2,0,1,1,2,3,8,0,0,4,0,0,0,0,0
100874,2006-2011,4.1559268861993,48.2627740885625,17.9778867102397,181.063180827887,79.6759583287179,1.56255828272,0,1.14563344258692,1,3,3,0,9,18,1,1,2,12,6,7,0,1,3,0,0,3,0,0
100874,2012-2017,4.1559268861993,48.2627740885625,17.8159041394336,228.32788671024,79.0364930394179,1.56255828272,0,1.16094996988308,2,2,2,0,7,13,0,1,2,10,5,5,0,2,2,0,0,2,0,0
100928,2006-2011,4.39752535295512,48.240803645767,17.8453159041395,204.326797385621,59.8348816289,3.22531530281,0,1.25893611245925,4,7,2,3,10,14,1,1,1,7,2,12,0,2,1,0,0,2,0,0
100928,2012-2017,4.39752535295512,48.240803645767,17.6824618736384,248.369281045752,59.3348629785,3.22531530281,0,1.26814467410979,3,2,2,2,8,18,0,1,1,7,2,10,0,1,1,0,0,2,0,0
101101,2006-2011,4.15281661351272,48.1728829388956,17.9852941176471,189.623093681917,80.95084450132,6.41075080563,0,0.989610433355278,1,3,1,1,13,4,0,0,1,1,1,7,0,1,4,0,0,4,0,0
101101,2012-2017,4.15281661351272,48.1728829388956,17.8157952069717,240.252723311547,79.63483018512,7.72676512175,0,1.02017087836697,1,3,1,1,12,7,0,0,1,2,2,4,0,0,4,0,0,8,0,0
101206,2006-2011,4.74238908121963,48.1263063248781,17.1598039215687,248.776688453159,1.72895750621,0,0,0.277412735285368,4,1,20,0,0,0,4,0,21,0,12,0,0,12,0,0,0,0,0,0
101206,2012-2017,4.74238908121963,48.1263063248781,17.039651416122,278.757080610022,1.72895750621,0,0,0.277412735285368,7,0,19,0,0,0,5,0,23,0,14,0,0,10,0,0,0,0,0,0
10295,2006-2011,5.30986462767175,46.2769477862463,19.4611111111111,318.167755991285,71.591654028,0,0,1.65537883579693,8,0,2,0,3,21,1,1,6,15,0,0,0,0,0,0,0,0,0,0
10295,2012-2017,5.30986462767175,46.2769477862463,19.3187363834423,378.016339869281,70.2990867533,0,0,1.66964806196241,6,0,2,0,3,36,0,1,0,13,1,0,0,0,0,0,0,0,0,0
10511,2006-2011,4.86476206076248,46.1977336188774,19.5637254901961,274.456427015251,95.4597691375,0,0,1.02369268142621,4,1,1,0,19,15,0,1,1,9,1,0,0,0,0,0,0,0,0,0
10511,2012-2017,4.86476206076248,46.1977336188774,19.4520697167756,324.137254901961,95.4597691375,0,0,1.02369268142621,2,1,1,0,17,10,0,1,0,7,1,0,0,0,0,0,0,0,0,0
10521,2006-2011,5.1237268759784,46.1916519059929,19.5070806100218,274.884531590414,78.9909906065,1.68756294534,0,1.55192968627246,1,0,1,0,7,21,0,2,1,10,1,0,0,0,0,0,0,0,0,0
10521,2012-2017,5.1237268759784,46.1916519059929,19.3692810457517,325.497821350763,78.7409812813,1.68756294534,0,1.55689948791897,3,0,2,1,11,27,0,2,1,11,1,0,0,0,0,0,0,0,0,0
10914,2006-2011,5.37362602337287,46.0231536414777,19.7223311546841,337.867102396514,71.951734234981,0,0,1.4400952533687,1,3,3,0,8,16,0,1,2,5,3,22,0,1,4,0,0,0,0,0
10914,2012-2017,5.37362602337287,46.0231536414777,19.630174291939,393.445533769063,71.014199265381,0,0,1.46506971013097,1,3,2,0,8,19,0,2,2,6,5,18,0,1,3,0,0,0,0,0
10935,2006-2011,4.8564579416386,46.0178870991524,19.2523965141612,285.576252723312,74.84502586211,9.1682364086,0,1.38493780836615,2,1,1,1,12,16,0,0,0,5,0,1,0,0,0,0,0,0,0,0
10935,2012-2017,4.8564579416386,46.0178870991524,19.1230936819172,331.704793028322,74.40750954301,9.1682364086,0,1.39303287925522,1,0,1,1,8,17,0,0,0,4,0,2,0,0,0,0,0,2,0,0
10952,2006-2011,5.29521872190886,46.007230851486,19.7397603485839,312.382352941176,59.07683276066,6.00009942602,0,1.96062155396135,1,2,10,1,4,16,1,1,1,8,8,2,0,2,0,1,0,0,0,0
10952,2012-2017,5.29521872190886,46.007230851486,19.6354030501089,364.186274509804,58.81085446477,6.00009942602,0,1.94338875490162,1,1,11,0,2,14,1,1,2,9,7,1,0,0,0,1,0,0,0,0
10957,2006-2011,5.42423214531709,46.003771934961,18.2971677559913,416.386710239651,32.76682172377,0,0,1.00971480170022,4,4,2,0,0,1,0,0,2,1,7,0,1,0,0,1,1,0,0,0
10957,2012-2017,5.42423214531709,46.003771934961,18.2214596949891,486.846405228758,32.76682172377,0,0,1.00971480170022,3,2,0,0,1,2,0,0,0,0,9,0,0,0,0,1,0,0,0,0
11020,2006-2011,4.90639740149064,45.9807535730242,19.1874727668846,290.441176470588,79.56308026059,4.366567371,0,1.36422387655654,4,2,2,3,13,3,0,0,1,2,1,1,0,0,0,0,0,0,0,0
11020,2012-2017,4.90639740149064,45.9807535730242,19.054357298475,337.340958605664,79.56308026059,4.366567371,0,1.36422387655654,5,1,3,4,12,1,1,0,1,2,3,0,0,0,0,0,0,0,0,0
110622,2006-2011,2.81666256166729,43.185279682768,21.4419389978214,102.014161220044,96.05202854093,0,0,0.686584273448001,0,0,1,0,9,13,0,10,0,7,4,0,0,0,16,0,0,0,2,3
110622,2012-2017,2.81666256166729,43.185279682768,21.2530501089325,137.995642701525,95.92702387839,0,0,0.704404911428694,0,0,0,0,13,15,0,9,0,0,0,0,0,0,13,0,0,0,1,2
11103,2006-2011,4.9047114788596,45.9447852073955,19.170697167756,279.77559912854,65.52917489797,6.12635319772,0,1.05646024693649,5,1,12,1,2,0,0,0,9,0,6,0,0,13,0,0,0,0,0,0
11103,2012-2017,4.9047114788596,45.9447852073955,19.0423747276689,323.655773420479,65.591677229332,6.12635319772,0,1.08537396098632,5,0,11,2,1,0,0,0,9,0,7,0,0,2,0,0,0,0,0,0
11134,2006-2011,5.70358050836292,45.923733925049,17.8507625272331,286.156862745098,80.67852251997,0,0,1.59048058752929,4,3,2,0,4,8,0,0,5,3,10,3,1,0,0,0,3,0,0,0
11134,2012-2017,5.70358050836292,45.923733925049,17.8166666666667,369.648148148148,79.74098755029,0,0,1.61503147729832,1,4,3,0,4,5,1,0,4,1,5,3,1,1,0,0,0,0,0,0
11158,2006-2011,5.29036875354456,45.9173255185283,19.821568627451,313.281045751634,65.16750019491,0,0,1.26434289854751,2,1,3,1,18,4,0,2,1,7,1,5,0,1,1,0,0,0,0,0
11158,2012-2017,5.29036875354456,45.9173255185283,19.7201525054467,363.31045751634,65.10499786361,0,0,1.26568896507474,1,0,3,0,14,4,0,1,1,3,2,3,0,1,1,0,0,1,0,0
11159,2006-2011,5.31613050836826,45.9166466597575,19.4797385620915,326.750544662309,47.53463862673,0,0,1.50974636202327,8,0,3,0,7,3,1,1,0,2,5,1,0,0,0,2,0,0,0,0
11159,2012-2017,5.31613050836826,45.9166466597575,19.3807189542484,378.583877995643,45.72207101883,0,0,1.55508625606406,5,1,1,0,4,4,0,1,0,3,7,0,0,0,1,0,0,0,0,0
11230,2006-2011,5.21119472767943,45.8833634152177,19.8945533769064,268.208061002179,76.48712584148,3.3775127119,0,1.39856757223561,1,1,1,0,16,10,0,3,0,9,1,4,0,0,1,0,0,0,0,0
11230,2012-2017,5.21119472767943,45.8833634152177,19.7837690631809,312.979302832244,75.73709786568,3.3775127119,0,1.39071470698461,2,1,3,0,12,12,0,5,0,5,1,3,0,1,1,0,0,0,0,0
120355,2006-2011,2.12400615329169,44.552536196334,18.0053376906318,236.723311546841,70.4830595568,0.425860009387,0,1.05160305404872,2,0,3,0,0,7,0,1,0,5,2,0,0,0,1,0,0,0,0,0
120355,2012-2017,2.12400615329169,44.552536196334,17.9852941176471,306.358387799564,70.1705479003,0.425860009387,0,1.05256200823147,3,0,0,0,2,18,0,1,0,5,1,0,0,0,4,0,0,0,0,0
120442,2006-2011,2.0738662459885,44.516454555426,18.2667755991286,239.221132897603,65.930926603471,0,0,0.765839640499797,5,0,1,0,3,8,0,1,4,5,4,0,0,0,0,3,0,0,0,0
120442,2012-2017,2.0738662459885,44.516454555426,18.2465141612201,315.240740740741,65.930926603471,0,0,0.765839640499797,3,0,1,0,9,8,0,0,0,8,0,0,0,0,0,2,0,0,0,0
120471,2006-2011,2.80287264178178,44.5157831861038,18.5977124183007,283.033769063181,68.837278794,0,0,1.17112437855579,1,0,2,0,7,8,0,2,2,6,4,0,0,0,0,2,0,0,0,0
120471,2012-2017,2.80287264178178,44.5157831861038,18.4474945533769,345.088235294118,68.3372601435,0,0,1.18077607929952,2,0,1,0,5,9,0,1,1,8,3,0,0,0,1,1,0,0,0,0
120605,2006-2011,2.52617429481029,44.462649588099,17.171568627451,258.66339869281,33.72796399218,0,0,1.50374578581634,11,0,2,0,19,4,0,1,1,2,2,17,0,0,10,5,0,0,0,0
120605,2012-2017,2.52617429481029,44.462649588099,17.0877995642702,323.732026143791,33.72796399218,0,0,1.49212864391422,10,0,1,0,18,4,0,1,2,3,2,16,0,0,14,5,0,2,0,0
120684,2006-2011,1.97389535123905,44.4262394642356,18.3815904139434,236.562091503268,86.73570692141,0,0,1.34833037017332,4,0,1,0,17,22,0,2,2,22,2,0,0,0,1,1,0,0,0,0
120684,2012-2017,1.97389535123905,44.4262394642356,18.3608932461874,323.175381263617,86.73570692141,0,0,1.34833037017332,1,0,2,0,17,20,0,1,2,17,1,1,0,1,3,1,0,0,0,0
120913,2006-2011,2.77647069969927,44.3540203120734,15.5438997821351,309.133986928105,51.5592698111687,0,0,1.53341828095014,4,6,8,0,1,3,0,1,2,3,5,5,2,0,2,2,0,0,0,0
120913,2012-2017,2.77647069969927,44.3540203120734,15.4929193899782,395.877995642702,51.9320985299687,0,0,1.53412039101125,5,7,9,0,3,2,0,0,2,2,5,6,2,0,2,2,0,0,0,0
121324,2006-2011,3.20036405210933,44.2076202365907,16.1859477124183,230.091503267974,19.56580867898,0,0,1.80647967343093,6,0,12,0,12,8,0,4,1,2,1,2,2,0,1,17,0,0,0,0
121324,2012-2017,3.20036405210933,44.2076202365907,16.1569716775599,306.960784313725,17.069256433642,0,0,1.89411242101969,5,0,13,0,13,9,0,2,0,2,2,2,6,0,0,15,0,0,0,0
121736,2006-2011,3.27238691996038,44.0271930585029,15.8547930283225,230.881263616558,30.03017448704,0,0,2.06976450302769,16,1,2,0,8,3,0,1,1,2,1,6,1,0,2,10,0,0,0,0
121736,2012-2017,3.27238691996038,44.0271930585029,15.843137254902,321.899782135076,29.03013718604,0,0,2.05327057741992,13,0,2,0,7,4,0,0,0,0,0,8,0,0,2,10,0,0,0,0
121835,2006-2011,2.94783689342414,43.9755515862839,17.3800653594772,242.023965141612,77.60998793528,0,0,1.69549169261586,5,5,1,0,15,3,1,1,0,5,4,18,0,0,4,0,0,0,0,0
121835,2012-2017,2.94783689342414,43.9755515862839,17.2532679738562,342.769063180828,75.60521390818,0,0,1.78055595121015,5,1,4,0,13,5,0,3,1,5,3,12,0,0,5,0,1,0,0,0
121913,2006-2011,3.14650351514764,43.9382930669175,15.8691721132898,233.666666666667,8.721014817577,0,0,0.822867055497106,15,2,3,0,6,0,0,0,0,2,1,19,1,0,5,2,0,0,0,0
121913,2012-2017,3.14650351514764,43.9382930669175,15.8289760348584,335.70697167756,8.721014817577,0,0,0.847086844274965,8,2,3,0,6,0,0,1,0,0,1,19,1,0,5,5,0,0,0,0
130108,2006-2011,4.68268285215826,43.7721119573338,22.8240740740741,129.139433551198,86.115229662438,0,0,1.32906269030012,0,0,2,0,19,73,0,4,0,8,0,2,0,0,2,1,0,0,1,6
130108,2012-2017,4.68268285215826,43.7721119573338,22.8495642701525,173.649237472767,85.070156431638,0,0,1.3643720550419,0,0,2,0,22,56,0,6,0,10,0,1,0,0,2,0,0,0,4,2
130190,2006-2011,4.80433484404545,43.7154527112983,22.7388888888889,122.681917211329,64.90092905093,0,0,1.88072621405655,0,0,2,0,17,7,0,6,0,12,0,0,0,0,3,0,0,0,8,1
130190,2012-2017,4.80433484404545,43.7154527112983,22.7721132897604,163.763616557734,61.9633194793482,0,0,2.04156009909173,0,0,1,0,11,10,0,10,0,11,0,0,0,0,2,1,0,0,6,2
130225,2006-2011,4.72925967943714,43.6991509587166,22.7408496732026,123.734204793028,68.35514453403,0,2.57644760034,1.79957868453731,2,0,0,0,25,21,0,2,0,12,0,4,0,0,9,0,0,0,8,7
130225,2012-2017,4.72925967943714,43.6991509587166,22.7782135076253,167.240740740741,68.35514453403,0,2.57644760034,1.79957868453731,2,0,0,1,15,14,0,4,0,6,0,3,0,0,3,0,0,0,6,5
130363,2006-2011,4.55378613425069,43.6489326236113,22.1696078431373,122.751633986928,95.700087413592,0,4.2999150724,0.699914264167911,4,0,0,1,8,21,0,0,0,1,0,7,0,0,1,0,0,0,0,20
130363,2012-2017,4.55378613425069,43.6489326236113,22.2346405228758,169.9651416122,95.700087413592,0,4.2999150724,0.699914264167911,0,0,0,0,4,10,0,0,0,0,0,4,0,0,0,0,0,0,0,4
130722,2006-2011,4.37605581259636,43.5265556552762,21.0595860566449,102.367102396514,78.4323109535,4.48162041732,17.0860686152,1.15418383035436,2,0,0,1,33,74,0,0,0,10,0,2,0,0,2,1,0,0,2,24
130722,2012-2017,4.37605581259636,43.5265556552762,21.1342047930283,151.550108932462,78.4323109536,4.48162041732,17.0860686152,1.15873992421388,3,0,1,0,23,88,0,0,0,15,0,3,0,0,1,0,0,0,1,23
130786,2006-2011,4.67163143369789,43.502588096351,21.7441176470588,102.855119825708,20.1264094284,8.91978401644,70.9538065412,0.781707800422234,6,0,0,4,41,6,0,0,0,3,0,5,0,0,3,0,0,0,3,17
130786,2012-2017,4.67163143369789,43.502588096351,21.8171023965142,146.201525054466,20.1264094284,8.91978401644,70.9538065412,0.781707800422234,8,0,0,1,52,12,0,0,0,3,0,7,0,0,1,0,0,0,3,16
130868,2006-2011,5.53418217158113,43.4624927201233,20.6020697167756,126.693899782135,50.6398153686,0,0,1.87522271049103,1,0,5,0,8,1,0,3,0,4,0,0,0,0,0,0,0,0,8,0
130868,2012-2017,5.53418217158113,43.4624927201233,20.7602396514161,142.043572984749,37.6880904,0,0,1.79843644729856,1,0,8,0,10,0,1,1,1,5,0,0,0,0,0,2,0,0,4,0
131092,2006-2011,5.43070134596157,43.3755750828836,19.4993464052288,130.47385620915,2.039423194571,0,0,0.935031930684674,2,0,0,0,3,2,0,3,0,5,0,0,0,0,0,0,0,0,3,0
131092,2012-2017,5.43070134596157,43.3755750828836,19.6708061002179,151.68082788671,2.039423194571,0,0,0.767928583320844,0,0,0,0,5,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0
140099,2006-2011,-0.782275759918493,49.3148668152923,16.0912854030501,193.501089324619,97.9799383886,0,0,0.789877400858654,2,6,10,0,0,14,0,0,0,5,8,5,0,0,0,0,0,0,0,0
140099,2012-2017,-0.782275759918493,49.3148668152923,16.0259259259259,230.604575163399,97.9799383886,0,0,0.787190634141599,0,5,7,0,0,10,0,0,0,4,12,6,0,0,0,0,0,0,0,0
140180,2006-2011,-0.780096271260163,49.2789593255275,15.9705882352942,195.469498910675,97.654091234691,0,0,0.819165685543602,2,4,6,0,0,12,0,0,1,7,6,2,0,0,0,0,0,0,0,0
140180,2012-2017,-0.780096271260163,49.2789593255275,15.9019607843137,231.514161220044,97.029067921591,0,0,0.837328410232588,1,3,5,0,0,6,0,0,0,11,4,3,0,0,0,0,0,0,0,0
140243,2006-2011,-0.33999137690957,49.271598424591,16.4699346405229,193.664488017429,90.45411336641,0,0,0.438239497481508,0,2,1,0,0,18,0,0,0,4,2,27,0,0,25,0,0,2,0,0
140243,2012-2017,-0.33999137690957,49.271598424591,16.3852941176471,229.50871459695,89.09893258081,0,0,0.467466979390641,0,4,1,0,0,20,0,0,1,4,2,26,0,0,27,0,0,4,0,0
140246,2006-2011,-0.257656384444154,49.2734059847048,16.7162309368192,185.850762527233,37.95453869485,2.50636554881,10.23293524639,2.03415481827645,1,0,3,2,1,64,0,5,0,20,9,2,0,0,1,0,0,0,0,2
140246,2012-2017,-0.257656384444154,49.2734059847048,16.6193899782135,221.542483660131,37.13991762235,5.16882066969,8.49725031862,2.05907050516203,1,1,3,1,1,60,0,5,0,19,7,1,0,0,0,0,1,0,0,0
140399,2006-2011,-0.227522284843971,49.2201184969145,16.6748366013072,186.844226579521,76.75290955682,0,0,1.46477184995535,1,6,8,0,0,27,0,1,1,8,6,2,0,0,2,0,2,1,0,0
140399,2012-2017,-0.227522284843971,49.2201184969145,16.5779956427016,222.090413943355,76.09466985832,0,0,1.49136212702115,0,6,9,0,0,28,0,2,0,9,6,6,0,0,0,0,1,0,0,0
140726,2006-2011,-0.330672198581414,49.0920042136379,16.373311546841,186.582788671024,89.83277112807,0,0,0.527679238930611,1,2,1,0,0,8,0,0,0,5,3,15,0,0,6,0,0,4,0,0
140726,2012-2017,-0.330672198581414,49.0920042136379,16.2796296296296,217.518518518519,87.2776872251,0,0,0.57026676049594,0,1,1,0,0,9,0,0,0,4,3,15,0,0,4,0,0,8,0,0
140872,2006-2011,-0.163956759353669,49.0416634940812,16.3799564270153,177.119825708061,98.66763666449,0,0,0.196339792247109,3,5,5,0,2,1,0,0,0,1,4,10,0,0,5,0,1,1,0,0
140872,2012-2017,-0.163956759353669,49.0416634940812,16.2874727668845,207.453159041394,97.0425760505,0,0,0.15361317050375,5,8,2,0,3,0,0,0,0,1,4,14,0,0,4,0,0,2,0,0
140933,2006-2011,0.219370858033835,49.0310913702487,15.8006535947713,192.61220043573,93.372642351,0,0,1.003619674323,6,12,12,0,0,21,1,0,1,8,7,3,0,0,0,0,2,0,0,0
140933,2012-2017,0.219370858033835,49.0310913702487,15.7067538126362,230.940087145969,93.372642351,0,0,1.003619674323,3,15,10,0,0,17,0,0,2,6,10,3,0,0,0,0,3,0,0,0
140980,2006-2011,0.165482532193898,49.0121449272133,16.194880174292,176.87908496732,73.69110980128,0,0,1.43849754449063,7,5,16,0,0,28,2,1,1,21,6,1,0,0,0,0,1,0,0,0
140980,2012-2017,0.165482532193898,49.0121449272133,16.0906318082789,210.912854030501,72.81607716297,0,0,1.50318438165473,2,5,15,0,0,25,0,0,2,22,7,0,0,0,0,0,3,0,0,0
141328,2006-2011,-0.699747210022344,48.849376658527,15.6232026143791,219.234204793028,94.69920508117,0,0,1.01123809145721,2,5,5,0,0,9,0,0,2,4,2,0,0,0,0,0,0,0,0,0
141328,2012-2017,-0.699747210022344,48.849376658527,15.5286492374728,252.662309368192,94.69920508127,0,0,1.01184639067706,0,4,7,0,0,18,0,0,1,9,3,0,0,0,0,0,0,0,0,0
141400,2006-2011,-0.778154375687729,48.793381802978,15.134531590414,244.359477124183,98.83104788475,0,0,0.815119775265544,2,5,3,0,0,12,0,0,1,5,6,2,0,0,0,0,0,0,0,0
141400,2012-2017,-0.778154375687729,48.793381802978,15.0531590413944,280.466230936819,98.83104788475,0,0,0.815119775265544,1,2,4,0,0,10,0,0,1,12,4,2,0,0,0,0,0,0,0,0
150370,2006-2011,3.16484391649691,45.1972677494888,15.2986928104575,260.192810457516,52.704085869612,0,0,1.16023179562794,6,12,6,0,2,17,0,3,4,4,6,8,2,2,2,1,1,0,0,0
150370,2012-2017,3.16484391649691,45.1972677494888,15.4001089324619,286.492374727669,50.714572411712,0,0,1.14389631433797,6,7,9,0,2,12,0,2,6,2,5,8,5,1,2,1,0,0,0,0
150424,2006-2011,2.42683440882418,45.1643302365994,15.412962962963,418.583877995643,93.336108300806,0,0,0.568285270070724,0,1,3,0,1,4,0,2,3,1,0,2,0,0,0,0,0,0,0,0
150424,2012-2017,2.42683440882418,45.1643302365994,15.344880174292,486.260348583878,93.336108300806,0,0,0.568285270070724,2,2,4,0,0,3,0,1,3,2,2,1,1,0,0,0,0,0,0,0
150600,2006-2011,2.47751508682378,45.0923145934842,14.6966230936819,422.433551198257,67.78808990541,0,0,1.21336720455588,3,2,3,0,0,6,0,2,1,0,4,2,1,0,2,0,1,0,0,0
150600,2012-2017,2.47751508682378,45.0923145934842,14.6369281045752,500.382352941176,67.78808990541,0,0,1.21336720455588,1,1,1,0,0,3,0,1,1,3,2,2,1,0,1,0,0,0,0,0
151055,2006-2011,3.03423275797921,44.9282973139879,14.5735294117647,288.821350762527,59.16985436953,0.790755244816,0,1.19041136658881,5,7,7,0,0,13,0,4,4,3,7,3,5,0,1,2,1,0,0,0
151055,2012-2017,3.03423275797921,44.9282973139879,14.5640522875817,342.385620915033,59.16985436953,0.790755244816,0,1.19041136658881,5,5,8,0,0,14,0,2,7,4,7,3,12,1,1,3,2,0,0,0
151056,2006-2011,3.05955536022643,44.9281348843841,15.528431372549,275.924836601307,45.6001814398,6.32453005807,0,1.8104561641745,4,8,9,0,0,9,0,1,2,1,9,5,5,3,1,1,1,0,0,0
151056,2012-2017,3.05955536022643,44.9281348843841,15.520697167756,327.218954248366,45.6001814398,6.32453005807,0,1.8104561641745,4,9,8,0,0,10,0,1,3,1,8,4,11,1,2,1,1,0,0,0
151137,2006-2011,2.98317088155469,44.8926272452486,15.0245098039216,269.779956427015,55.41975559162,0.813195831839,0,1.12944269708315,5,12,6,0,1,9,0,1,3,2,3,5,2,1,1,3,1,0,0,0
151137,2012-2017,2.98317088155469,44.8926272452486,14.9943355119826,319.427015250545,57.25232757072,0.813195831839,0,1.06946265244085,4,10,8,0,0,9,0,1,5,2,6,5,7,1,0,2,1,0,0,0
151376,2006-2011,2.19907129019305,44.7145415207959,18.725054466231,282.338779956427,67.2908104479,0,0,1.41350829738458,1,1,2,0,3,10,0,5,2,10,1,3,1,0,0,0,1,0,0,0
151376,2012-2017,2.19907129019305,44.7145415207959,18.6523965141612,351.291938997821,66.290773147,0,0,1.42448628583794,1,0,5,0,2,7,0,4,1,9,1,0,0,0,0,0,1,0,0,0
160748,2006-2011,0.320380757066622,45.7399960701549,18.4266884531591,203.565359477124,20.28195865152,0,0,1.20458216717977,10,0,21,0,5,0,0,0,4,0,14,0,0,1,0,0,0,0,0,0
160748,2012-2017,0.320380757066622,45.7399960701549,18.3079520697168,262.471677559913,19.36443742839,0,0,1.26771524588327,5,0,14,0,3,0,0,0,5,0,12,0,0,1,0,2,0,0,0,0
170023,2006-2011,-0.947491076414707,46.3043482321278,18.3582788671024,157.053376906318,99.53361383994,0,0,0.653224810938377,2,0,3,0,21,36,0,2,0,14,1,4,0,0,9,0,0,1,0,0
170023,2012-2017,-0.947491076414707,46.3043482321278,18.2501089324619,200.488017429194,99.53361383994,0,0,0.663525516405056,2,0,1,0,17,29,0,1,0,22,0,3,0,0,7,0,0,2,0,0
170086,2006-2011,-1.07268191071425,46.2286072580091,18.3136165577342,151.037037037037,97.31239973978,0,0,0.925620221100115,5,3,4,0,36,27,0,1,0,15,2,11,0,0,7,0,0,0,0,2
170086,2012-2017,-1.07268191071425,46.2286072580091,18.1961873638345,195.454248366013,95.62483679448,0,0,0.964034562199669,5,1,3,0,31,21,0,2,0,15,1,14,0,0,7,0,0,0,0,1
