X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-130.5,70.000007823,train,3.8921535713563727E-7,0.006919163222847417,1.5082262802528348E-5
-127.5,70.000007823,train,3.247444730427625E-7,0.005780707262287049,1.2584019701657989E-5
-124.5,70.000007823,train,9.01566885539032E-4,4.815952038932435,0.03375726700254512
-121.5,70.000007823,train,4.2530775727743703E-4,2.2711131570427563,0.01621388465774432
-118.5,70.000007823,train,9.78604400444741E-4,4.929382260689556,0.03653638451102157
-115.5,70.000007823,train,2.8863292112168366E-7,0.005143033184940544,1.1184693659458911E-5
-112.5,70.000007823,train,3.2843625477798183E-7,0.00584589840989864,1.2727076371375465E-5
-109.5,70.000007823,train,5.4845923013630704E-5,0.2593907387056389,0.0021208277349900203
-106.5,70.000007823,train,6.264201538305282E-5,0.2861080526776143,0.002421563495743326
-103.5,70.000007823,train,5.8242655465024585E-5,0.27103138674857824,0.0022518796293843828
-97.5,70.000007823,train,0.0025197276310167127,6.652416507584355,0.08895614758959765
-94.5,70.000007823,train,0.002582969979840969,6.8137452219313,0.09098570374900619
-91.5,70.000007823,train,5.8959997077363134E-5,0.2734897261542506,0.0022795515244764097
-88.5,70.000007823,train,2.830850076632335E-7,0.005045065625873928,1.0969711142733344E-5
-85.5,70.000007823,train,8.209565301632104E-4,4.503430339260785,0.03083204245012434
-82.5,70.000007823,train,8.974132490854025E-4,4.809836214653701,0.03360696955729332
-79.5,70.000007823,train,8.646301452672688E-4,4.700193194943579,0.03241908499534215
-76.5,70.000007823,train,8.302924784501516E-4,4.545492003741765,0.03117173605518237
-73.5,70.000007823,train,3.5787422541467553E-4,1.8637958430754977,0.01367829909441822
-70.5,70.000007823,train,0.0044640105353851095,12.370337604324911,0.14747413609749033
16.5,70.000007823,train,9.43099135189181E-6,0.0660757859185272,3.653269781096094E-4
19.5,70.000007823,train,1.7865234476597682E-4,0.8657874407018986,0.006875361901416562
25.5,70.000007823,train,6.115348705050055E-4,3.4713591584465364,0.023149020982985356
31.5,70.000007823,train,1.9116412676465418E-4,0.9146454309968298,0.007353331969445247
34.5,70.000007823,train,7.103516054151027E-4,3.974239740671497,0.02678941779147317
37.5,70.000007823,train,3.43151509445306E-4,1.7783046517537184,0.013122967157110933
52.5,70.000007823,train,5.979870591913765E-4,3.395330953685456,0.022647797236948833
58.5,70.000007823,train,0.008486703100257982,27.056095440778474,0.247480014962848
61.5,70.000007823,train,0.03233447286930545,52.20769523148787,0.5561461090048476
64.5,70.000007823,train,0.003984148918056355,10.825193465090566,0.13374149162814988
67.5,70.000007823,train,0.0037987731962790257,10.025446475218848,0.1283172138169289
70.5,70.000007823,train,0.004092824698769101,11.951372064193476,0.13689017816480553
73.5,70.000007823,train,0.004669698191361356,12.647381997936549,0.15322807609438144
76.5,70.000007823,train,0.14752895167295377,90.20977074087472,0.8511217234829608
79.5,70.000007823,train,0.017071289065397982,40.330869483448254,0.3981450051568598
82.5,70.000007823,train,0.03763251212217435,55.80626941715867,0.5932145014173241
85.5,70.000007823,train,0.022943799030731123,48.52441051165366,0.4706461396561832
88.5,70.000007823,train,85.91075440591955,100.0,0.9996997113291773
91.5,70.000007823,train,2.7886912726434057E85,100.0,1.0
94.5,70.000007823,train,4.341469967260867E93,100.0,1.0
97.5,70.000007823,train,2.237256780452727E93,100.0,1.0
100.5,70.000007823,train,9.988855621138376E92,100.0,1.0
103.5,70.000007823,train,1.0034687645744621E93,100.0,1.0
109.5,70.000007823,train,4.032467886456937E91,100.0,1.0
112.5,70.000007823,train,4.116985478271544E91,100.0,1.0
115.5,70.000007823,train,2.667668004012605E92,100.0,1.0
118.5,70.000007823,train,2.667668004012605E92,100.0,1.0
121.5,70.000007823,train,2.6753264800411697E92,100.0,1.0
124.5,70.000007823,train,2.6702286642983975E92,100.0,1.0
130.5,70.000007823,train,2.592596240982388E92,100.0,1.0
133.5,70.000007823,train,6.468531127381745E93,100.0,1.0
136.5,70.000007823,train,6.294141562434517E93,100.0,1.0
139.5,70.000007823,train,6.180210094990694E93,100.0,1.0
145.5,70.000007823,train,9.936821459232036E92,100.0,1.0
148.5,70.000007823,train,4.040921789633786E91,100.0,1.0
154.5,70.000007823,train,2.239876557818002E85,100.0,1.0
157.5,70.000007823,train,4.988492123685748E88,100.0,1.0
160.5,70.000007823,train,498.015385971023,100.0,0.9999481854596375
163.5,70.000007823,train,8.453929528775604E-6,0.05998584976010556,3.27491067442009E-4
166.5,70.000007823,train,9.456495682508422E90,100.0,1.0
169.5,70.000007823,train,3.819575431433323E88,100.0,1.0
172.5,70.000007823,train,33.27597297615952,100.0,0.9992250931812255
175.5,70.000007823,train,0.024839789485365565,49.57216170343803,0.4904632720738948
178.5,70.000007823,train,0.004650200517694577,12.621065064784284,0.15268597944084408
-178.5,67.000007823,train,0.02758260989923418,50.53668349017125,0.5166406462406286
-175.5,67.000007823,train,0.0016967801671338122,5.831371263136199,0.06169536358256942
-172.5,67.000007823,train,8.510393305707486E-4,4.638962615878531,0.03192576975731083
-169.5,67.000007823,train,2.0702286693449447E-4,1.023702963908837,0.007958500448741223
-163.5,67.000007823,train,0.0010738140127444582,5.111857413551305,0.03994904814133525
-160.5,67.000007823,train,0.0043468088429499336,12.238048679016126,0.14416040772239413
-154.5,67.000007823,train,2.008197726527817,100.0,0.9873128166165583
-148.5,67.000007823,train,0.9887537877024009,100.0,0.9745645535564194
-145.5,67.000007823,train,1.0572086473114752E92,100.0,1.0
-142.5,67.000007823,train,32.229390029393414,100.0,0.9991999498131069
-139.5,67.000007823,train,5.313988988098943E89,100.0,1.0
-136.5,67.000007823,train,0.01308153402397569,35.88547109001776,0.3363959658564256
-133.5,67.000007823,train,1.0140745203161819E92,100.0,1.0
-130.5,67.000007823,train,1.105348902905929E92,100.0,1.0
-127.5,67.000007823,train,3.970627705258691E8,100.0,0.9999999999350083
-124.5,67.000007823,train,4.870967933055659,100.0,0.9947300453383834
-121.5,67.000007823,train,0.030148638248397724,51.439048999743186,0.5388071514901702
-112.5,67.000007823,train,0.058766993419458,63.72057754244763,0.6948689775396475
-106.5,67.000007823,train,0.0020306785366123897,6.185195087950407,0.07295033120624991
-103.5,67.000007823,train,22.660898277069585,100.0,0.9988625154463951
-97.5,67.000007823,train,8.67096251794873E87,100.0,1.0
-94.5,67.000007823,train,2.586303135732321E90,100.0,1.0
-91.5,67.000007823,train,0.09714831530043441,71.88320428107029,0.7901186103022925
-82.5,67.000007823,train,0.021099616904654856,47.25862071403036,0.4498335021536459
-70.5,67.000007823,train,0.004039326519302233,11.174025854461878,0.1353430296838383
-67.5,67.000007823,train,1.0389648291714854E-4,0.45033392158727825,0.004009949769284
-64.5,67.000007823,train,0.0010990250789183872,5.190310820703852,0.040848661132998086
-61.5,67.000007823,train,0.023559386379404024,48.94692611534405,0.47724722283796717
13.5,67.000007823,train,9.60743600557508E-6,0.0671755491586862,3.721593460273535E-4
16.5,67.000007823,train,2.996208812306919E-6,0.030226952744763613,1.1609265462202493E-4
19.5,67.000007823,train,6.179237912484935E-4,3.5072127855190938,0.023385211360056588
22.5,67.000007823,train,7.813108572357247E-4,4.284329628626854,0.029386855285238003
25.5,67.000007823,train,0.0023754845257299914,6.3492603986773135,0.08429305606986046
28.5,67.000007823,train,6.711220941651031E-4,3.8265101550444243,0.025347459743112477
34.5,67.000007823,train,8.47420046056393E-4,4.622656684882951,0.03179431324684631
37.5,67.000007823,train,4.042221119136293E-4,2.13850104556278,0.015422439900557737
43.5,67.000007823,train,3.717486852883456E-4,1.944361419835522,0.01420106361563379
46.5,67.000007823,train,6.141959786360779E-4,3.4862928823667256,0.023247412689876793
49.5,67.000007823,train,0.00665881867956594,21.01329516973367,0.20511017808193915
52.5,67.000007823,train,0.008467734118674153,26.979855449744488,0.24706352602066486
61.5,67.000007823,train,0.06927789997604061,65.59662672762283,0.7285993066506588
64.5,67.000007823,train,0.32861858887938755,100.0,0.9271896121417349
67.5,67.000007823,train,0.41985199796526074,100.0,0.9420950851250457
70.5,67.000007823,train,0.41592273646582106,100.0,0.9415800095831274
73.5,67.000007823,train,0.7993266309722973,100.0,0.9687252915633472
76.5,67.000007823,train,0.9429144927865412,100.0,0.9733609626240358
79.5,67.000007823,train,1.091005162312409,100.0,0.9768933356938224
82.5,67.000007823,train,0.5291459761880051,100.0,0.9534990648167205
85.5,67.000007823,train,83.40185997524371,100.0,0.9996906808407052
88.5,67.000007823,train,3.623590906052046E86,100.0,1.0
97.5,67.000007823,train,3.9565183909590906E94,100.0,1.0
100.5,67.000007823,train,2.213818619950864E94,100.0,1.0
103.5,67.000007823,train,9.741905951787945E92,100.0,1.0
106.5,67.000007823,train,9.866681357296773E92,100.0,1.0
109.5,67.000007823,train,1.0074456096716079E93,100.0,1.0
112.5,67.000007823,train,2.6229810431161575E92,100.0,1.0
115.5,67.000007823,train,2.6363480164647784E92,100.0,1.0
118.5,67.000007823,train,2.6403218637127446E92,100.0,1.0
121.5,67.000007823,train,2.679129226855572E92,100.0,1.0
124.5,67.000007823,train,2.690432288168159E92,100.0,1.0
127.5,67.000007823,train,1.0608735027663861E94,100.0,1.0
130.5,67.000007823,train,2.6121578820697694E92,100.0,1.0
133.5,67.000007823,train,6.548962210744406E93,100.0,1.0
142.5,67.000007823,train,6.286377330342068E93,100.0,1.0
145.5,67.000007823,train,6.416318626210899E93,100.0,1.0
148.5,67.000007823,train,6.541731236682832E93,100.0,1.0
151.5,67.000007823,train,1.0028979219357561E93,100.0,1.0
157.5,67.000007823,train,9.913539459712135E92,100.0,1.0
160.5,67.000007823,train,5.486215686903617E91,100.0,1.0
163.5,67.000007823,train,4.139771219689731E8,100.0,0.9999999999376638
169.5,67.000007823,train,1.431235927454711E92,100.0,1.0
175.5,67.000007823,train,0.02243965084693821,48.17834230762376,0.4651145730837676
-178.5,64.000007823,train,0.0021113749592441937,6.217789684091903,0.07563003134847204
-175.5,64.000007823,train,0.0013606563752664204,5.642993177243465,0.05008594374569987
-172.5,64.000007823,train,0.0011336034311207168,5.296002910906854,0.04207979095894124
-160.5,64.000007823,train,0.011135468166822007,33.82659719491932,0.30143728478051207
-157.5,64.000007823,train,0.3425597261972582,100.0,0.9299451894441971
-154.5,64.000007823,train,0.4927236387729429,100.0,0.9502327645742195
-151.5,64.000007823,train,0.07339252509982185,66.33102866158245,0.739856678051991
-148.5,64.000007823,train,0.04056301083456696,58.99934936489404,0.6111760228926438
-145.5,64.000007823,train,0.00459890918481459,12.55183472822247,0.1512565988690604
-142.5,64.000007823,train,7.351738441535012E82,100.0,1.0
-133.5,64.000007823,train,0.0038222348218589267,10.076947579561873,0.12900747600391663
-124.5,64.000007823,train,1.7343570599503867E92,100.0,1.0
-121.5,64.000007823,train,9.926617181316385E91,100.0,1.0
-118.5,64.000007823,train,5.500573120344695E89,100.0,1.0
-115.5,64.000007823,train,1.1292144165111318E92,100.0,1.0
-112.5,64.000007823,train,2019125.5777882007,100.0,0.9999999872193313
-109.5,64.000007823,train,2201246.667624391,100.0,0.9999999882767454
-106.5,64.000007823,train,3.283635048061144E89,100.0,1.0
-100.5,64.000007823,train,4.878897017291641E90,100.0,1.0
-97.5,64.000007823,train,6.281756377540036E91,100.0,1.0
-94.5,64.000007823,train,4.946126923531721E90,100.0,1.0
-91.5,64.000007823,train,0.09531340860969507,70.24358514819536,0.7869389920670371
-76.5,64.000007823,train,1.4240572590915257E-4,0.7059864497529545,0.005488081227849521
-70.5,64.000007823,train,0.15631824330284066,92.20652873500386,0.858306578060373
-67.5,64.000007823,train,0.0052634024309445625,15.343659879701994,0.1694091312675082
7.5,64.000007823,train,8.644241472025705E-6,0.06117204653615177,3.348609645846015E-4
10.5,64.000007823,train,1.1058096162972237E-5,0.07621738002046152,4.2832890993161536E-4
16.5,64.000007823,train,1.8278779600197395E-4,0.8819360619951581,0.007033393666239581
25.5,64.000007823,train,4.7901625053294484E-4,2.7173747672059005,0.0182240839615487
28.5,64.000007823,train,5.791640359753956E-4,3.2896990822223864,0.02195055390140207
31.5,64.000007823,train,0.0011993799089898723,5.490406729259475,0.04441299795719691
34.5,64.000007823,train,0.0010379998759793274,5.01683630135408,0.03866817778323644
40.5,64.000007823,train,0.004656051366616304,12.628962232548428,0.15284872432007734
43.5,64.000007823,train,0.0030424604629621863,8.690865656673726,0.10546435054288097
46.5,64.000007823,train,0.0040448950148893725,11.352941798254422,0.13550432718407948
49.5,64.000007823,train,0.009773849283930634,31.13931603951575,0.27470355187796064
52.5,64.000007823,train,0.01098251581622623,33.63797921227484,0.2985329147838014
55.5,64.000007823,train,0.012226507754854133,35.0908925347779,0.32147709078649495
58.5,64.000007823,train,0.014190215803346866,36.64060706821844,0.35479095192001264
61.5,64.000007823,train,0.13471588997233694,87.2989721495542,0.8392380532127192
64.5,64.000007823,train,0.32511707774321713,100.0,0.926463109488494
70.5,64.000007823,train,0.8731237921538172,100.0,0.9712927726904874
73.5,64.000007823,train,0.9583514331451393,100.0,0.9737788076874051
76.5,64.000007823,train,0.48311907400286797,100.0,0.9492935441046249
79.5,64.000007823,train,0.5243116779358996,100.0,0.9530904259191514
82.5,64.000007823,train,0.5293936551672372,100.0,0.9535198092619142
85.5,64.000007823,train,7.53390876676392,100.0,0.9965864087475941
88.5,64.000007823,train,2.4335968159583424E85,100.0,1.0
91.5,64.000007823,train,4.1403737580379006E93,100.0,1.0
94.5,64.000007823,train,5.866487964169378E93,100.0,1.0
97.5,64.000007823,train,5.859208554365615E93,100.0,1.0
100.5,64.000007823,train,7.35717958570818E93,100.0,1.0
103.5,64.000007823,train,1.186384329856402E93,100.0,1.0
106.5,64.000007823,train,1.4255793326243725E92,100.0,1.0
109.5,64.000007823,train,5.4523112715926616E91,100.0,1.0
118.5,64.000007823,train,9.965792226701462E92,100.0,1.0
121.5,64.000007823,train,4.023970633022901E91,100.0,1.0
124.5,64.000007823,train,2.638998917409535E92,100.0,1.0
127.5,64.000007823,train,2.6175840454536304E92,100.0,1.0
130.5,64.000007823,train,2.5901695273291878E92,100.0,1.0
133.5,64.000007823,train,2.570566791129775E92,100.0,1.0
139.5,64.000007823,train,2.55323796843307E95,100.0,1.0
142.5,64.000007823,train,6.286377330342068E93,100.0,1.0
145.5,64.000007823,train,6.378554090111686E93,100.0,1.0
151.5,64.000007823,train,9.907703871820518E92,100.0,1.0
157.5,64.000007823,train,9.843111952422138E92,100.0,1.0
160.5,64.000007823,train,1.3435239113841157E92,100.0,1.0
166.5,64.000007823,train,89.18293207193547,100.0,0.9997107259215339
169.5,64.000007823,train,1.1604012813945652,100.0,0.9782451341159907
172.5,64.000007823,train,0.2252732315271954,100.0,0.8972204974662525
178.5,64.000007823,train,0.008585023435026932,27.451176415911913,0.24963140484871296
-163.5,61.000007823,train,6.277502182299092E-4,3.5727370318626464,0.023748259181847423
-160.5,61.000007823,train,9.136905297162448E-4,4.833802921703106,0.034195688305594205
-157.5,61.000007823,train,0.0030181326332861043,8.662770915437164,0.10470934844982886
-154.5,61.000007823,train,5.170827574307191E-5,0.2486379790808777,0.0019997412094563626
-151.5,61.000007823,train,2.903122855834793E-5,0.16241928704906872,0.0011237254042528956
-148.5,61.000007823,train,2.3003250661892592E-5,0.13585368418522453,8.906054345264147E-4
-142.5,61.000007823,train,4.320336955426283E-5,0.21949155056499137,0.001671376261556186
-136.5,61.000007823,train,3.4399578447626627E-4,1.7832071492514756,0.01315482960174046
-133.5,61.000007823,train,8.92156551336408E-6,0.06290058168816469,3.456002413760313E-4
-130.5,61.000007823,train,0.0025401660304448194,6.711694454523581,0.08961304156423607
-127.5,61.000007823,train,0.1612874332125916,93.33543877543302,0.8620699510212714
-124.5,61.000007823,train,0.21051667449697714,100.0,0.890802691662644
-121.5,61.000007823,train,2.290465099167727E85,100.0,1.0
-118.5,61.000007823,train,5.440631675587056E83,100.0,1.0
-115.5,61.000007823,train,25.04901400553262,100.0,0.9989708490167688
-112.5,61.000007823,train,4.182177042604097E82,100.0,1.0
-109.5,61.000007823,train,8.796634404267752E84,100.0,1.0
-106.5,61.000007823,train,4.836745387814364E90,100.0,1.0
-103.5,61.000007823,train,5.012766515354797E90,100.0,1.0
-100.5,61.000007823,train,1.089073084863164E92,100.0,1.0
-97.5,61.000007823,train,5.744004715243706E89,100.0,1.0
-94.5,61.000007823,train,7.433622772597784E83,100.0,1.0
-76.5,61.000007823,train,0.14424809684179954,89.46448133889072,0.8482494101023009
-70.5,61.000007823,train,0.1108757883725023,81.88311626095808,0.8111978330241364
-67.5,61.000007823,train,0.024099887890982687,49.31194600148273,0.4829088781977973
-64.5,61.000007823,train,0.0013206653501128378,5.62058055648033,0.04868553750653853
7.5,61.000007823,train,1.0653940928392751E-5,0.07369831774778868,4.126806528712026E-4
10.5,61.000007823,train,3.5617267465131194E-6,0.03313736498117679,1.3800148080580715E-4
13.5,61.000007823,train,3.67787754080743E-6,0.03373512974253272,1.4250117957587385E-4
16.5,61.000007823,train,1.8338004914689623E-5,0.11529371068974935,7.101116930708944E-4
22.5,61.000007823,train,2.380593301853412E-4,1.2014727562151994,0.009140717269934177
28.5,61.000007823,train,3.3762205606329874E-4,1.739414021518823,0.012914237953135607
34.5,61.000007823,train,5.775053873764912E-4,3.28039100489647,0.021889066463408997
40.5,61.000007823,train,0.002787491806962216,7.134647643781913,0.0974876981938991
43.5,61.000007823,train,0.0037348374477703256,9.87991964120512,0.12643060125327865
46.5,61.000007823,train,0.008308016306035688,26.068914764290387,0.24353834278675665
49.5,61.000007823,train,0.010051200205795039,32.54789195356386,0.2803136635768404
52.5,61.000007823,train,0.011202236926266476,33.90908255031867,0.30269761093469527
55.5,61.000007823,train,0.01190478792727429,34.77683397750582,0.3156884137179015
58.5,61.000007823,train,0.013529189130404972,36.25516779526711,0.3439481713264651
64.5,61.000007823,train,0.02970483341522121,51.28298601738821,0.5351199353085084
70.5,61.000007823,train,0.07602536729442487,66.80094223166056,0.74658267853015
73.5,61.000007823,train,0.4233957097429317,100.0,0.9425518920048082
76.5,61.000007823,train,0.19092388752998585,100.0,0.8809310406371972
79.5,61.000007823,train,0.1949071597865376,100.0,0.8830799137060861
85.5,61.000007823,train,0.2026284485676485,100.0,0.8870319211364149
100.5,61.000007823,train,2.8937350906529006E93,100.0,1.0
103.5,61.000007823,train,2.836013586881965E93,100.0,1.0
106.5,61.000007823,train,1.6367292687176958E93,100.0,1.0
109.5,61.000007823,train,3.1458037926778315E93,100.0,1.0
112.5,61.000007823,train,5.725970238827129E93,100.0,1.0
115.5,61.000007823,train,5.740975306293919E93,100.0,1.0
118.5,61.000007823,train,1.424634202841515E92,100.0,1.0
121.5,61.000007823,train,1.4817656095535207E92,100.0,1.0
127.5,61.000007823,train,6.519947851178424E93,100.0,1.0
130.5,61.000007823,train,6.53811162322074E93,100.0,1.0
133.5,61.000007823,train,2.570566791129775E92,100.0,1.0
136.5,61.000007823,train,2.5891355605447758E95,100.0,1.0
139.5,61.000007823,train,2.5562641254233758E95,100.0,1.0
145.5,61.000007823,train,2.051042640725167E10,100.0,0.9999999999987418
148.5,61.000007823,train,1.485794042079008,100.0,0.982928169788735
151.5,61.000007823,train,1.4275177512502573,100.0,0.9822436126862694
154.5,61.000007823,train,1319.5106230760045,100.0,0.9999804433020054
157.5,61.000007823,train,1303.2781710600393,100.0,0.9999801997263182
160.5,61.000007823,train,0.8530924183008967,100.0,0.9706384930405597
163.5,61.000007823,train,0.07100078512776156,65.9041303945759,0.7334294774782862
166.5,61.000007823,train,0.008166801954074935,25.834929817802056,0.24039394660236402
169.5,61.000007823,train,8.989329692821294E-4,4.81207385431711,0.033661965364934245
175.5,61.000007823,train,0.0021076632236136593,6.216290453767738,0.07550711503598258
-160.5,58.000007823,train,3.504554471355328E-4,1.8207168218843275,0.013398545408011393
-157.5,58.000007823,train,1.5280985321953734E-5,0.10182127103542223,5.918032583572555E-4
-154.5,58.000007823,train,1.1330082367555505E-5,0.07791264492867452,4.3885951356098914E-4
-151.5,58.000007823,train,8.681932782426527E-6,0.06140697299488514,3.3632056098517425E-4
-139.5,58.000007823,train,9.872914473387912E-6,0.06883025194428818,3.824391446967091E-4
-136.5,58.000007823,train,9.33967133397732E-6,0.06550659667591464,3.6179080730877584E-4
-130.5,58.000007823,train,3.717999759329782E-5,0.19833132351140637,0.0014386898470145181
-127.5,58.000007823,train,2.3615471134607496E-4,1.185504465994504,0.009068249167663458
-124.5,58.000007823,train,3.231071457884911E-4,1.6171916107494415,0.012365899874496515
-121.5,58.000007823,train,0.00795114180933569,25.477570696613018,0.23554111154489302
-118.5,58.000007823,train,0.016784549085791318,39.16586629356645,0.3940930076456481
-115.5,58.000007823,train,0.01430626676330683,36.70827587273577,0.35665765142736006
-112.5,58.000007823,train,0.08158803258190515,67.79380893435375,0.7597089077183823
-109.5,58.000007823,train,0.10081533132422461,75.35480403365968,0.7961968893414975
-106.5,58.000007823,train,0.4880830518964949,100.0,0.9497833499006321
-103.5,58.000007823,train,0.5207113403988058,100.0,0.9527813957067021
-100.5,58.000007823,train,2.1913287597419578E85,100.0,1.0
-97.5,58.000007823,train,0.5652312733099689,100.0,0.95633814244495
-94.5,58.000007823,train,0.5310387285226194,100.0,0.9536571246574927
-88.5,58.000007823,train,0.45274861554613866,100.0,0.9460755644114263
-79.5,58.000007823,train,0.18283161885077204,98.22951595658154,0.8763127984767694
-76.5,58.000007823,train,0.17041383133802232,95.40857536742939,0.8684852352080136
-70.5,58.000007823,train,0.1686379201064818,95.0051560475985,0.8672840723353332
-67.5,58.000007823,train,0.07012548642967831,65.74790549527197,0.7309972272734756
-64.5,58.000007823,train,0.04342306212777708,60.98190283271949,0.6272395096960726
52.5,58.000007823,train,0.011210112900544572,33.918812446403045,0.3028459779178407
55.5,58.000007823,train,0.01148984167094998,34.26438642051156,0.30807485070582274
61.5,58.000007823,train,0.012921021509360654,35.73631796457465,0.33364549949612843
70.5,58.000007823,train,0.06931773896740429,65.6037372630638,0.7287129728660706
73.5,58.000007823,train,0.07335012744120879,66.32346146474754,0.7397454444548491
76.5,58.000007823,train,0.03376067133676047,52.75682504176927,0.5667732955075016
79.5,58.000007823,train,0.033498087416076995,52.62593972931918,0.5648550668939288
82.5,58.000007823,train,0.07122890828815659,65.94484780227748,0.734056169994142
